pass,product,variable,kind,basis
pass1,sapling,renewal_notice_commitment,instrument_gap,"AUDIT. A documented notice commitment scoped to a different trigger, which the binary advance_notice_stated/no_notice_stated list has no slot to express -- the study's own named event-conditional-notice gap. The hand basis for plus-ai states the test: vendor_silence applies where there is 'not even an adjacent clause about price or plan changes -- unlike sibling records ... where an adjacent, differently-triggered notice clause exists'. Deciding sentence here: 'ToS states only a conditional FEE-CHANGE notice (""Sapling may change the fees ... if Sapling gives you advance notice of changes before they apply"")'."
pass1,squarespace,credit_rollover_policy,instrument_gap,"AUDIT. The vendor DID document the allowance's cycle; the value list (rolls_over/partial_rollover/expires_at_period_end) presupposes a recurring billing period the documents state does not exist -- the tool's own docstring names this shape ('a variable that assumes a billing period'). Deciding sentence: 'documented as ""10 starter AI credits that don't renew after use"" -- a ONE-TIME grant, not a recurring period; the rollover-vs-expires-at-period-end framing (which presupposes a recurring cycle) does not cleanly apply'."
pass1,stable-audio,renewal_notice_commitment,instrument_gap,"AUDIT. A documented notice commitment scoped to a different trigger, which the binary advance_notice_stated/no_notice_stated list has no slot to express -- the study's own named event-conditional-notice gap. The hand basis for plus-ai states the test: vendor_silence applies where there is 'not even an adjacent clause about price or plan changes -- unlike sibling records ... where an adjacent, differently-triggered notice clause exists'. Deciding sentence here: 'ToS commits to advance notice only for FEE INCREASES (""We may increase fees... with advance notice"", Section 7b/7c)'."
pass1,suno,refund_window_days,instrument_gap,"AUDIT. 'No firm day-count window is published; refunds run case-by-case' -- Suno publishes a real refund policy in two document classes (refund_policy_exists=yes, refund_policy_location=multiple, concrete qualifying scenarios), but the value list holds only an integer, or 0 'where no refunds are given'. A discretionary, non-time-denominated policy has no slot; same shape as the study's qualitative-where-numeric gaps (pixlr, undetectable-ai free_plan_cap_value)."
pass1,suno,renewal_notice_commitment,instrument_gap,"AUDIT. A documented notice commitment scoped to a different trigger, which the binary advance_notice_stated/no_notice_stated list has no slot to express -- the study's own named event-conditional-notice gap. The hand basis for plus-ai states the test: vendor_silence applies where there is 'not even an adjacent clause about price or plan changes -- unlike sibling records ... where an adjacent, differently-triggered notice clause exists'. Deciding sentence here: 'The ToS commits to 15 days' advance notice for PRICE CHANGES specifically ... a different construct'."
pass1,teal,credit_rollover_policy,instrument_gap,"AUDIT. The vendor DID document the allowance's cycle; the value list (rolls_over/partial_rollover/expires_at_period_end) presupposes a recurring billing period the documents state does not exist -- the tool's own docstring names this shape ('a variable that assumes a billing period'). Deciding sentence: 'the rollover/expiry construct this variable asks about does not map onto what is actually documented' (free credits 'non-renewable', paid tier 'Unlimited')."
pass1,udio,renewal_notice_commitment,instrument_gap,"AUDIT. A documented notice commitment scoped to a different trigger, which the binary advance_notice_stated/no_notice_stated list has no slot to express -- the study's own named event-conditional-notice gap. The hand basis for plus-ai states the test: vendor_silence applies where there is 'not even an adjacent clause about price or plan changes -- unlike sibling records ... where an adjacent, differently-triggered notice clause exists'. Deciding sentence here: 'ToS S3.2 promises ""reasonable notice"" only for PRICE/PLAN CHANGES, not each renewal' -- two documented notice clauses (S3.2, S3.5), both triggered by something other than an ordinary renewal."
pass1,wix,unquantified_limit_clause,access_failure,AUDIT. 'the Terms of Use body did not render beyond Section 1 ... so it could not be read to the end -- coding absent would misrepresent a document that was not actually readable'. The coder states the access failure outright.
pass2,aiva,refund_window_days,instrument_gap,"AUDIT. 'EULA S9 conditions refund eligibility on USAGE (""have not used any of the premium features""), not on a stated number of days' -- the coder_note adds 'not time-windowed, so no day count exists to record'. The vendor published a complete refund rule on a dimension the integer-only format cannot express."
pass2,colossyan,renewal_notice_commitment,instrument_gap,"AUDIT. A documented notice commitment scoped to a different trigger, which the binary advance_notice_stated/no_notice_stated list has no slot to express -- the study's own named event-conditional-notice gap. The hand basis for plus-ai states the test: vendor_silence applies where there is 'not even an adjacent clause about price or plan changes -- unlike sibling records ... where an adjacent, differently-triggered notice clause exists'. Deciding sentence here: 'S4.4's notice commitment covers material price/service changes generally, not each renewal charge' -- the adjudicated row for this same product and variable was hand-reclassified instrument_gap on this exact clause."
pass2,elevenlabs,renewal_notice_commitment,instrument_gap,"AUDIT. A documented notice commitment scoped to a different trigger, which the binary advance_notice_stated/no_notice_stated list has no slot to express -- the study's own named event-conditional-notice gap. The hand basis for plus-ai states the test: vendor_silence applies where there is 'not even an adjacent clause about price or plan changes -- unlike sibling records ... where an adjacent, differently-triggered notice clause exists'. Deciding sentence here: 'Section 6(a) commits to 7 days' notice only for a PRICE CHANGE ... a distinct, narrower commitment'."
pass2,google-veo,auto_renewal_default,instrument_gap,"AUDIT. 'neither on, off, nor no_recurring_billing is documented; coded unknown rather than stretched to fit' -- the vendor fully documents the billing mechanics (cloud.google.com/terms 2.1(a), charged 'immediately at the end of the Fee Accrual Period'); no_recurring_billing means 'sold as a one-time purchase', which continuous per-second metering is not. The instrument has no slot, exactly the docstring's pay-per-event-meets-billing-period case."
pass2,google-veo,auto_renewal_disclosure_location,instrument_gap,"AUDIT. 'distinct from ""absent"", which would assert the documents affirmatively address renewal and say nothing'. The codebook defines this variable's `unknown` as 'The documents could not be located' -- but the documents WERE located and read; `absent` and `not_applicable` ('Billing does not recur') both misdescribe continuous metered billing. No value fits."
pass2,jobscan,credit_rollover_policy,access_failure,AUDIT. 'not addressed elsewhere in accessible documents' -- this record's general Terms of Service 'COULD NOT BE READ IN ENGLISH' across four methods and is 'Treated as an official source that could not be read'; the codebook directs reading the terms for this variable.
pass2,jobscan,renewal_notice_commitment,access_failure,"AUDIT. The ToS -- the document a renewal-notice commitment lives in -- could not be read in English after four attempts; the adjudicated row for this same product/variable found the answer-relevant clause there (ToS Section 6 'Fee Changes'), proving the unread document was material. Three sibling pass2 rows were hand-fixed to access_failure for exactly this."
pass2,teal,credit_rollover_policy,instrument_gap,"AUDIT. The vendor DID document the allowance's cycle; the value list (rolls_over/partial_rollover/expires_at_period_end) presupposes a recurring billing period the documents state does not exist -- the tool's own docstring names this shape ('a variable that assumes a billing period'). Deciding sentence: 'The free plan has no recurring billing period for a ""rollover"" concept to attach to ... so none of rolls_over/partial_rollover/expires_at_period_end is documented. JUDGMENT CALL'."
pass2,undetectable-ai,watermark_removal_tier,unattributable_weak_basis,"AUDIT. 'Pricing page lists ""Watermark and future proof"" as an included paid-tier feature ... Ambiguous phrase, not resolved by any document'. The vendor is NOT silent -- it published a tier-gated row whose referent (vendor branding vs. removing model-embedded detection watermarks) cannot be determined. Directly parallel to the hand precedent pass1/playht/trial_exists: 'One ambiguous word cannot establish either a real trial or its absence.'"
pass1,colossyan,renewal_notice_commitment,instrument_gap,"DOCTRINE 2026-08-17 (orchestrator/doctrine-event-conditional-notice.md). Corrected from a previous hand decision of vendor_silence. The vendor publishes a notice commitment scoped to a price or plan change and none for an ordinary renewal, which the binary value list cannot express. This record's own adjudicated row was already hand-classified instrument_gap on the same facts; the pass-1 row was stale under the later convention. Direction: this moves the value OUT of the study's headline category."
pass1,jobscan,renewal_notice_commitment,instrument_gap,"DOCTRINE 2026-08-17 (orchestrator/doctrine-event-conditional-notice.md). Same correction and same reason as colossyan: a notice commitment scoped to fee changes, none for ordinary renewal, and an adjudicated sibling already classified instrument_gap on the same facts. Flagged as stale by the pattern audit even though it sat outside the audit's slice."
pass1,humbot,watermark_removal_tier,vendor_silence,"HAND. Created by the A-018 correction batch (2026-08-17). The value moved not_applicable -> unknown; the silence finding underneath it was unchanged and was re-verified across all four local captures for brand/logo/powered-by/attribution/white-label language. Documents read and reachable, vendor never addresses the construct."
pass1,myperfectresume,trial_card_required,vendor_silence,HAND. Created by the A-012 correction batch (2026-08-17). The value moved yes -> unknown because the variable's rule 3 bars inference and the original value was inferred from a non-zero charge. No document states whether payment details are required; the pricing page and its surrounding documents were read and reachable.
pass1,openai-sora,first_charge_amount_usd,vendor_silence,"POST-WINDOW RETRIEVAL 2026-08-17 (orchestrator/post-window-retrieval.md). WAS access_failure. The Billing FAQ was recovered in full from an earlier capture — the coder had checked only the newest of 31 and correctly found a bot-wall shell there. The recovered article contains ZERO occurrences of $, credit, trial, annual or refund, and enumerating the entire help collection from the last pre-shutdown capture establishes it was the ONLY billing document that ever existed. This is now a verified positive finding: the vendor never published a consumer price. Stronger than the unknown it replaces."
pass1,openai-sora,trial_exists,vendor_silence,"POST-WINDOW RETRIEVAL 2026-08-17. WAS access_failure. Same recovered Billing FAQ, same enumeration of the full help collection: no trial is documented anywhere, and the word 'trial' does not occur in the only billing document the vendor ever published."
pass1,openai-sora,trial_length_days,vendor_silence,POST-WINDOW RETRIEVAL 2026-08-17. WAS access_failure. Consequent on trial_exists: the recovered document and the enumerated help collection contain no trial and therefore no length.
pass1,openai-sora,trial_auto_converts,vendor_silence,"POST-WINDOW RETRIEVAL 2026-08-17. WAS access_failure. Consequent on trial_exists, on the same recovered evidence."
pass1,openai-sora,credit_unit_defined,vendor_silence,"POST-WINDOW RETRIEVAL 2026-08-17. WAS access_failure. The recovered Billing FAQ contains no occurrence of 'credit', and the retrieval established there was never a separate credits FAQ — the article's real title contains no such word. The vendor never defined a credit unit."
pass1,openai-sora,credit_to_output_rate_published,vendor_silence,"POST-WINDOW RETRIEVAL 2026-08-17. WAS access_failure. Same recovered document, same absence of any credit vocabulary; no rate was ever published."
pass1,openai-sora,cost_per_output_computable,vendor_silence,"POST-WINDOW RETRIEVAL 2026-08-17. WAS access_failure. Follows from the price and credit findings above, both now verified against the recovered document rather than inferred from an unreachable one."
pass1,lovo-ai,failed_generation_charge_policy,vendor_silence,"POST-WINDOW RETRIEVAL 2026-08-17. WAS access_failure. The Cloudflare-blocked Help Centre renders normally to a browser read; all 53 help articles were enumerated and the construct is absent from every one. The document we could not reach does not address it, so the silence is the vendor's after all."
pass1,picsart,cost_per_output_computable,vendor_silence,"POST-WINDOW RETRIEVAL 2026-08-17. WAS access_failure. 117 help articles enumerated, no currency policy anywhere; and the vendor's own country-keyed price payload has NO US/USD row for the Pro entry tier while carrying one for Ultra. The retrieved evidence shows the vendor did not publish what was needed, rather than that we could not see it."
pass1,wix,commercial_use_lowest_tier,vendor_silence,"POST-WINDOW RETRIEVAL 2026-08-17. WAS access_failure. The Terms sections that would not render in English were recovered; the construct is absent from them. Caveat recorded in the retrieval document: the recovered text is a Turkish/German rendering rather than the governing English, so the ABSENCE is established while the exact governing wording is not."
pass1,adobe-firefly,trial_length_days,vendor_silence,"POST-WINDOW RETRIEVAL 2 (2026-08-17, orchestrator/post-window-retrieval-2.md). WAS access_failure. The FAQ our instrument recorded as unreadable was recovered: its collapsed accordion answers live in textContent and are empty in innerText, which is how an entire 11-answer FAQ was missed. Construct absent from all 11. NOTE the sweep's own caveat: this record carries no independent warrant that today's text is window-era text."
pass1,openai-sora,headline_price_usd,vendor_silence,"POST-WINDOW RETRIEVAL 2. WAS access_failure. Covered by sweep 1's enumeration of the entire pre-shutdown help collection and its full recovery of the only billing document that ever existed, which contains zero occurrences of $. Inherited rather than independently re-verified: archive.org's replay path was 503 throughout sweep 2, though the timemap confirmed exactly 31 mementos and both slugs 404 live."
pass1,openai-sora,annual_condition_disclosure,vendor_silence,POST-WINDOW RETRIEVAL 2. WAS access_failure. Same recovered document and enumeration; no annual condition is stated anywhere.
pass1,openai-sora,trial_card_required,vendor_silence,"POST-WINDOW RETRIEVAL 2. WAS access_failure. No trial is documented at all, so no card requirement is either. Consequent on the trial findings sweep 1 established."
pass1,openai-sora,credit_rate_location,vendor_silence,"POST-WINDOW RETRIEVAL 2. WAS access_failure. The recovered article contains no credit vocabulary and there was never a separate credits FAQ, so no rate and no location."
pass1,openai-sora,credit_rollover_policy,vendor_silence,POST-WINDOW RETRIEVAL 2. WAS access_failure. Same absence of credit vocabulary in the only billing document the vendor published.
pass1,openai-sora,commercial_use_lowest_tier,vendor_silence,POST-WINDOW RETRIEVAL 2. WAS access_failure. Construct absent from the recovered document and from the enumerated collection.
pass1,openai-sora,headline_billing_basis,vendor_silence,"POST-WINDOW RETRIEVAL 2. WAS access_failure. The retrieved document ADDRESSES the construct, which makes the reclassification the smaller half of the finding: the vendor did publish here and our instrument missed it. Caveat: the article self-scopes to 'Sora 1 on Web'."
pass1,openai-sora,free_plan_exists,vendor_silence,"POST-WINDOW RETRIEVAL 2. WAS access_failure. Retrieved document addresses the construct; our miss. The sweep flags this as where its 'Sora 1 on Web' self-scoping bites hardest, so treat the value as established for that surface only."
pass1,openai-sora,watermark_removal_tier,vendor_silence,POST-WINDOW RETRIEVAL 2. WAS access_failure. Retrieved document addresses the construct; our miss. Same 'Sora 1 on Web' scope caveat.
pass1,picsart,headline_price_usd,vendor_silence,"POST-WINDOW RETRIEVAL 2. WAS access_failure. 117 help articles enumerated, no currency policy, and the vendor's own country-keyed price payload carries no US/USD row for the Pro entry tier while carrying one for Ultra. Independent window-era warrant: the recovered TRY 999 figure is unchanged from the coded value."
pass1,picsart,first_charge_amount_usd,vendor_silence,POST-WINDOW RETRIEVAL 2. WAS access_failure. Same payload and same absence of a US/USD row for the entry tier.
pass2,jobscan,renewal_notice_commitment,vendor_silence,"POST-WINDOW RETRIEVAL 2. WAS access_failure. The Terms that would not return in English were recovered from the viewer's own content endpoint; construct absent. Independent window-era warrant: the document self-dates 'Last updated March 16, 2026', inside the window."
pass2,jobscan,credit_rollover_policy,vendor_silence,"POST-WINDOW RETRIEVAL 2. WAS access_failure. Same recovered Terms, same self-dated warrant, construct absent."
pass1,wix,unquantified_limit_clause,vendor_silence,"POST-WINDOW RETRIEVAL 2. WAS access_failure. The clause was recovered and it ADDRESSES the construct — our miss, not vendor silence about its existence. Recorded as vendor_silence on the coded construct with the sweep's caveat attached: the recovered text is Turkish and German rather than the governing English, and whether an 'unreasonable, excessive or disproportionate load' clause clears codebook rule 3's conduct/volume line is an adjudication call, not a clerical one."
pass1,canva,headline_price_usd,instrument_gap,"POST-WINDOW RETRIEVAL 2. WAS access_failure. The vendor DOES publish a price; what fails is D-007's 'US reader' test, for which the protocol provides no executable route — currency is IP-bound and no locale path, URL parameter or request header overrides it. That is a gap in the instrument, not a document we could not reach. Precedent: the adjudicated google-veo headline_price_usd. Consistent with the A-013 ruling, whose test is obtainability from a standard reading position."
pass1,canva,first_charge_amount_usd,instrument_gap,POST-WINDOW RETRIEVAL 2. WAS access_failure. Same geo-bound currency gap as this record's headline_price_usd.
pass1,gptzero,headline_price_usd,instrument_gap,"POST-WINDOW RETRIEVAL 2. WAS access_failure. Same geo-bound currency gap, with an additional structural note: an archive capture cannot help here because the crawler stores the pre-hydration shell. The sweep also found that adding a trailing slash moves this vendor's Memento timemap from 0 to 66 captures."
pass1,humanizemy-ai-detector,commercial_use_lowest_tier,vendor_silence,"HAND. Created by the A-010 correction batch (2026-08-17). The value moved not_applicable -> unknown because sampling-rules 7.2 has no exclusivity requirement and 7.3 needs an affirmative vendor statement, so a paid entry tier is in scope and the construct exists. The vendor is silent about it; documents read and reachable."
adjudicated,faceless-so,failed_generation_charge_policy,vendor_silence,"HAND (2026-08-17, D-070). The adjudicator declared vendor_silence in its own evidence prose and this orchestrator confirmed the declaration against the record. The classifier left it NEEDS_HAND_REVIEW by design, not by defect: it never auto-assigns vendor_silence, because that is the category which flatters this study's headline finding. Basis re-read here rather than taken on the declaration: the developer docs state WHEN credits are charged (at creation) and separately that a generation can fail (status polling exists), and never state whether a failed generation's credits are kept or returned. Reachable documents, read in full, silent on the construct - which is vendor_silence and not instrument_gap, since the codebook defines this construct clearly and carries a matching example."
adjudicated,squarespace,credit_rollover_policy,instrument_gap,"HAND (2026-08-17, D-072). The adjudicator declared instrument_gap and the new declared-vs-derived check flagged it as declared-but-unsignalled, which is the classifier working as designed: it derives a kind from reasoning and never takes a coder's label at face value. Basis confirmed here by reading the cited help-centre text rather than the label. The vendor is NOT silent - it states at length that the entry tier receives only a one-time grant of 10 starter credits that do not renew, and the comparison table independently marks that row one-time against the other three plans' per-month allotments. The gap is ours: all three codebook values (rolls_over, partial_rollover, expires_at_period_end) presuppose a RECURRING allowance, and none describes what becomes of an unused remainder of a one-time grant. instrument_gap, not vendor_silence, because a vendor that documents the arrangement fully cannot be silent about it - our value list simply has no slot for the arrangement it documents. Wave-2 codebook item."
adjudicated,wix,failed_generation_charge_policy,vendor_silence,"HAND (2026-08-17, D-074). Third override today of the same shape: an adjudicator declared vendor_silence and the classifier left it for a human, which is the design working -- it never auto-assigns the category that flatters this study's headline. Basis re-read rather than taken from the label: the vendor's only nearby statement addresses DISSATISFACTION with an output, not technical failure of one, and the newly readable ToS 5.2 on output accuracy disclaims accuracy without addressing whether a failed generation is charged for. Reachable documents, read in full including the recovered non-English body, silent on the construct. Pattern worth recording: all three of today's declared-but-unsignalled rows came from ADJUDICATORS, whose evidence reads as a verdict ('unchanged value, unknown_kind=vendor_silence') where the classifier's silence patterns were built from CODERS' descriptive prose ('no document states', 'is silent'). The classifier is not wrong; it is reading a genre it was not trained on."
adjudicated,gptzero,headline_price_usd,instrument_gap,"HAND (2026-08-17, D-075). WAS access_failure. Retrieval sweep 3 settled it with header-level proof rather than inference: a Common Crawl capture carries cf-ray ...-IAD (Cloudflare Washington-Dulles), so the read was SERVED FROM THE US -- the geographic vantage point this study lacks -- and the document is a pre-hydration shell carrying only $0 placeholders. The figure is therefore absent from the served document from any vantage, not withheld from ours. That is our instrument meeting a runtime-injected price, not a document we could not reach."
adjudicated,openai-sora,failed_generation_charge_policy,vendor_silence,"HAND (2026-08-17, D-075). WAS access_failure, and D-051 deliberately HELD this value pending a fail/error scan of the recovered Billing FAQ. Sweep 3 ran that scan on BOTH captures: zero hits for 'fail', 'unsuccessful' and 'deduct'; the only 'error' hits are an account-deletion FAQ. The condition the hold was waiting on is met and the hold is released. The document was reachable and read; it does not address the construct."
pass1,openai-sora,annual_default_toggle,vendor_silence,"HAND (2026-08-17, D-075). WAS access_failure. Sweep 3 read all ten recovered documents: 'annual' and 'yearly' occur zero times across the set. Reachable, read in full, silent."
adjudicated,openai-sora,first_charge_amount_usd,vendor_silence,"HAND (2026-08-17, D-077). Declared vendor_silence by the adjudicator and left for a human because the classifier never auto-assigns that category. Accepted on a STATED basis rather than individually re-read, and the basis is said plainly: the adjudicator documents reading all ten recovered Sora documents in full, in-scope and out-of-scope alike, and this orchestrator independently verified that record's load-bearing fact -- the vendor's own scope disclaimer, 'only applies to Sora 1 on Web ... does not apply to the Sora app or Sora 2 on web' -- verbatim in two saved captures. Three separate retrieval sweeps have read this same document set. AND this product is discontinued and excluded from the index under rule D8, so no published figure depends on these attributions. That is the honest reason a shared basis is acceptable here and would not be on a scoring row."
adjudicated,openai-sora,annual_condition_disclosure,vendor_silence,"HAND (2026-08-17, D-077). Declared vendor_silence by the adjudicator and left for a human because the classifier never auto-assigns that category. Accepted on a STATED basis rather than individually re-read, and the basis is said plainly: the adjudicator documents reading all ten recovered Sora documents in full, in-scope and out-of-scope alike, and this orchestrator independently verified that record's load-bearing fact -- the vendor's own scope disclaimer, 'only applies to Sora 1 on Web ... does not apply to the Sora app or Sora 2 on web' -- verbatim in two saved captures. Three separate retrieval sweeps have read this same document set. AND this product is discontinued and excluded from the index under rule D8, so no published figure depends on these attributions. That is the honest reason a shared basis is acceptable here and would not be on a scoring row."
adjudicated,openai-sora,annual_default_toggle,vendor_silence,"HAND (2026-08-17, D-077). Declared vendor_silence by the adjudicator and left for a human because the classifier never auto-assigns that category. Accepted on a STATED basis rather than individually re-read, and the basis is said plainly: the adjudicator documents reading all ten recovered Sora documents in full, in-scope and out-of-scope alike, and this orchestrator independently verified that record's load-bearing fact -- the vendor's own scope disclaimer, 'only applies to Sora 1 on Web ... does not apply to the Sora app or Sora 2 on web' -- verbatim in two saved captures. Three separate retrieval sweeps have read this same document set. AND this product is discontinued and excluded from the index under rule D8, so no published figure depends on these attributions. That is the honest reason a shared basis is acceptable here and would not be on a scoring row."
adjudicated,openai-sora,free_plan_exists,vendor_silence,"HAND (2026-08-17, D-077). Declared vendor_silence by the adjudicator and left for a human because the classifier never auto-assigns that category. Accepted on a STATED basis rather than individually re-read, and the basis is said plainly: the adjudicator documents reading all ten recovered Sora documents in full, in-scope and out-of-scope alike, and this orchestrator independently verified that record's load-bearing fact -- the vendor's own scope disclaimer, 'only applies to Sora 1 on Web ... does not apply to the Sora app or Sora 2 on web' -- verbatim in two saved captures. Three separate retrieval sweeps have read this same document set. AND this product is discontinued and excluded from the index under rule D8, so no published figure depends on these attributions. That is the honest reason a shared basis is acceptable here and would not be on a scoring row."
adjudicated,openai-sora,free_plan_cap_value,vendor_silence,"HAND (2026-08-17, D-077). Declared vendor_silence by the adjudicator and left for a human because the classifier never auto-assigns that category. Accepted on a STATED basis rather than individually re-read, and the basis is said plainly: the adjudicator documents reading all ten recovered Sora documents in full, in-scope and out-of-scope alike, and this orchestrator independently verified that record's load-bearing fact -- the vendor's own scope disclaimer, 'only applies to Sora 1 on Web ... does not apply to the Sora app or Sora 2 on web' -- verbatim in two saved captures. Three separate retrieval sweeps have read this same document set. AND this product is discontinued and excluded from the index under rule D8, so no published figure depends on these attributions. That is the honest reason a shared basis is acceptable here and would not be on a scoring row."
adjudicated,openai-sora,free_plan_duration,vendor_silence,"HAND (2026-08-17, D-077). Declared vendor_silence by the adjudicator and left for a human because the classifier never auto-assigns that category. Accepted on a STATED basis rather than individually re-read, and the basis is said plainly: the adjudicator documents reading all ten recovered Sora documents in full, in-scope and out-of-scope alike, and this orchestrator independently verified that record's load-bearing fact -- the vendor's own scope disclaimer, 'only applies to Sora 1 on Web ... does not apply to the Sora app or Sora 2 on web' -- verbatim in two saved captures. Three separate retrieval sweeps have read this same document set. AND this product is discontinued and excluded from the index under rule D8, so no published figure depends on these attributions. That is the honest reason a shared basis is acceptable here and would not be on a scoring row."
adjudicated,openai-sora,trial_exists,vendor_silence,"HAND (2026-08-17, D-077). Declared vendor_silence by the adjudicator and left for a human because the classifier never auto-assigns that category. Accepted on a STATED basis rather than individually re-read, and the basis is said plainly: the adjudicator documents reading all ten recovered Sora documents in full, in-scope and out-of-scope alike, and this orchestrator independently verified that record's load-bearing fact -- the vendor's own scope disclaimer, 'only applies to Sora 1 on Web ... does not apply to the Sora app or Sora 2 on web' -- verbatim in two saved captures. Three separate retrieval sweeps have read this same document set. AND this product is discontinued and excluded from the index under rule D8, so no published figure depends on these attributions. That is the honest reason a shared basis is acceptable here and would not be on a scoring row."
adjudicated,openai-sora,trial_card_required,vendor_silence,"HAND (2026-08-17, D-077). Declared vendor_silence by the adjudicator and left for a human because the classifier never auto-assigns that category. Accepted on a STATED basis rather than individually re-read, and the basis is said plainly: the adjudicator documents reading all ten recovered Sora documents in full, in-scope and out-of-scope alike, and this orchestrator independently verified that record's load-bearing fact -- the vendor's own scope disclaimer, 'only applies to Sora 1 on Web ... does not apply to the Sora app or Sora 2 on web' -- verbatim in two saved captures. Three separate retrieval sweeps have read this same document set. AND this product is discontinued and excluded from the index under rule D8, so no published figure depends on these attributions. That is the honest reason a shared basis is acceptable here and would not be on a scoring row."
adjudicated,openai-sora,trial_length_days,vendor_silence,"HAND (2026-08-17, D-077). Declared vendor_silence by the adjudicator and left for a human because the classifier never auto-assigns that category. Accepted on a STATED basis rather than individually re-read, and the basis is said plainly: the adjudicator documents reading all ten recovered Sora documents in full, in-scope and out-of-scope alike, and this orchestrator independently verified that record's load-bearing fact -- the vendor's own scope disclaimer, 'only applies to Sora 1 on Web ... does not apply to the Sora app or Sora 2 on web' -- verbatim in two saved captures. Three separate retrieval sweeps have read this same document set. AND this product is discontinued and excluded from the index under rule D8, so no published figure depends on these attributions. That is the honest reason a shared basis is acceptable here and would not be on a scoring row."
adjudicated,openai-sora,trial_auto_converts,vendor_silence,"HAND (2026-08-17, D-077). Declared vendor_silence by the adjudicator and left for a human because the classifier never auto-assigns that category. Accepted on a STATED basis rather than individually re-read, and the basis is said plainly: the adjudicator documents reading all ten recovered Sora documents in full, in-scope and out-of-scope alike, and this orchestrator independently verified that record's load-bearing fact -- the vendor's own scope disclaimer, 'only applies to Sora 1 on Web ... does not apply to the Sora app or Sora 2 on web' -- verbatim in two saved captures. Three separate retrieval sweeps have read this same document set. AND this product is discontinued and excluded from the index under rule D8, so no published figure depends on these attributions. That is the honest reason a shared basis is acceptable here and would not be on a scoring row."
